shipment_id,order_id,shipment_date,carrier,tracking_number,shipment_cost
1007,1283,2025-10-29,USPS,US2235507242,37.76
1008,95,2025-04-16,OnTrac,ON8336059438,37.76
1009,326,2025-04-29,DHL,DH2160709065,35.39
1010,1115,2025-10-29,DHL,DH6012246059,25.4
1011,339,2025-07-12,USPS,US9271877370,42.37
1012,40,2025-07-28,UPS,UP2738765844,41.22
1013,1658,2025-03-13,USPS,US9348715238,44.74
1014,666,2025-10-11,DHL,DH4130724105,17.72
1015,1146,2025-08-31,USPS,US3517700971,9.7
1016,549,2024-11-24,Amazon Logistics,AM4391278116,16.6
1017,1778,2025-10-19,Amazon Logistics,AM2835021905,31.52
1018,1554,2025-10-20,USPS,US8790502024,5.64
1019,715,2025-06-19,Amazon Logistics,AM3842576217,11.43
1020,1051,2025-10-08,DHL,DH2273882372,10.74
1021,1885,2025-08-25,FedEx,FE2636408399,10.88
1022,393,2025-10-28,OnTrac,ON9910467285,44.02
1023,254,2024-10-27,USPS,US7940314306,30.31
1024,881,2025-05-15,FedEx,FE2080089065,5.18
1025,184,2025-10-07,FedEx,FE8237260394,24.66
1026,1761,2025-08-17,FedEx,FE9226667183,47.26
1027,769,2025-10-25,FedEx,FE5989100178,22.9
1028,1182,2024-12-06,OnTrac,ON3111814708,43.13
1029,1953,2024-06-10,Amazon Logistics,AM3260679659,45.9
1030,314,2025-02-16,FedEx,FE8082107065,7.6
1031,1651,2025-10-02,Amazon Logistics,AM2246069247,22.46
1032,130,2025-04-24,DHL,DH3995861929,49.44
1033,499,2025-09-18,OnTrac,ON8401674542,30.9
1034,940,2024-04-05,DHL,DH6609001134,38.64
1035,1450,2025-10-16,Amazon Logistics,AM6458983423,6.1
1036,1690,2024-08-02,USPS,US7508223624,35.9
1037,1566,2024-10-14,USPS,US8717110306,13.68
1038,1689,2025-08-22,Amazon Logistics,AM9239159277,11.94
1039,993,2025-09-04,UPS,UP3332181197,30.83
1040,344,2025-09-05,DHL,DH5654344473,23.03
1041,23,2025-08-04,UPS,UP7093247190,21.03
1042,825,2023-12-24,OnTrac,ON7470657814,47.8
1043,855,2024-08-19,DHL,DH7006929305,19.75
1044,1920,2025-10-18,USPS,US9110906107,20.84
1045,431,2024-11-01,USPS,US7314719869,17.36
1046,23,2025-08-29,UPS,UP7212287202,28.45
1047,1048,2025-03-02,Amazon Logistics,AM4675788083,18.1
1048,152,2025-10-29,USPS,US5601160289,22.22
1049,654,2025-02-19,USPS,US1457462888,12.88
1050,658,2025-04-03,USPS,US2116743502,39.64
1051,1477,2025-09-17,Amazon Logistics,AM2271766046,11.47
1052,504,2025-07-15,FedEx,FE7568223339,46.05
1053,1075,2025-10-08,UPS,UP9769878938,7.86
1054,49,2024-09-07,FedEx,FE2753245431,7.05
1055,1558,2025-06-08,USPS,US2150111350,46.23
1056,1307,2025-09-19,OnTrac,ON2766143133,12.8
1057,1739,2023-08-15,USPS,US4141004153,29.33
1058,1858,2025-10-10,Amazon Logistics,AM1959232992,49.24
1059,1957,2025-10-16,USPS,US4207084654,14.57
1060,1672,2023-06-04,Amazon Logistics,AM9641972357,39.66
1061,1602,2025-09-27,UPS,UP3091557458,42.83
1062,874,2025-10-28,FedEx,FE7679699241,9.93
1063,928,2025-05-13,DHL,DH7912289827,28.7
1064,765,2025-09-11,USPS,US4927202015,25.88
1065,911,2025-03-28,DHL,DH7408705307,49.45
1066,40,2025-09-09,Amazon Logistics,AM6677380135,33.81
1067,563,2025-04-06,Amazon Logistics,AM1193949527,34.6
1068,1110,2024-11-25,UPS,UP7944924553,17.16
1069,1630,2023-10-20,UPS,UP4442119003,48.63
1070,911,2025-08-18,Amazon Logistics,AM4275798639,19.95
1071,713,2025-10-14,Amazon Logistics,AM5370396525,13.6
1072,795,2023-03-08,FedEx,FE1175531122,9.34
1073,1879,2023-12-02,DHL,DH8151068566,26.2
1074,1359,2024-12-02,DHL,DH7271837118,32.43
1075,278,2023-10-19,OnTrac,ON2326125133,28.11
1076,1073,2025-10-03,OnTrac,ON1682757684,5.17
1077,1333,2025-10-31,OnTrac,ON7899323131,40.4
1078,1329,2025-09-29,DHL,DH2187359637,30.67
1079,402,2025-07-29,FedEx,FE1943961216,48.7
1080,1094,2025-10-26,UPS,UP7651341812,37.24
1081,1911,2025-06-06,USPS,US6006842444,23.9
1082,1229,2025-08-27,USPS,US1901028161,43.22
1083,1135,2025-06-15,FedEx,FE4005591724,22.28
1084,458,2025-05-02,Amazon Logistics,AM5666274814,9.15
1085,1355,2025-08-02,UPS,UP3150287127,18.27
1086,360,2025-06-23,DHL,DH8831137131,41.98
1087,1417,2025-09-18,USPS,US4590487682,47.01
1088,376,2024-06-15,FedEx,FE5868420839,37.62
1089,554,2025-05-03,OnTrac,ON3034771635,25.26
1090,1282,2025-10-08,Amazon Logistics,AM1735568174,26.22
1091,1444,2025-07-29,UPS,UP9744173587,41.56
1092,1932,2025-08-01,DHL,DH8034135302,7.5
1093,1400,2025-10-28,USPS,US8773546379,49.3
1094,1463,2025-07-15,USPS,US8315475828,8.18
1095,1986,2025-09-21,DHL,DH7101942794,19.13
1096,506,2025-09-16,Amazon Logistics,AM3254133368,49.5
1097,1384,2024-06-19,Amazon Logistics,AM6197472816,28.14
1098,910,2025-10-17,Amazon Logistics,AM5573289604,27.24
1099,154,2025-09-03,Amazon Logistics,AM7790475966,21.63
1100,1524,2025-01-09,OnTrac,ON7988717155,12.54
1101,1396,2023-11-21,FedEx,FE7466193325,29.77
1102,1131,2025-08-26,DHL,DH9662494535,26.55
1103,198,2025-05-19,FedEx,FE1467181597,10.15
1104,1581,2024-07-17,OnTrac,ON3588264313,33.44
1105,867,2025-09-01,OnTrac,ON9968818406,44.53
1106,1388,2025-07-24,UPS,UP4274560148,27.98
1107,332,2025-05-21,UPS,UP3097895374,46.19
1108,979,2024-10-26,OnTrac,ON1508617313,25.46
1109,326,2024-10-06,FedEx,FE3383006544,22.44
1110,1515,2025-10-24,FedEx,FE6256626375,45.74
1111,1306,2025-06-03,OnTrac,ON9169543824,46.46
1112,606,2024-08-09,OnTrac,ON2357994892,23.93
1113,846,2023-05-14,DHL,DH5185077893,20.22
1114,1729,2024-03-20,DHL,DH7385922246,15.63
1115,249,2024-10-12,FedEx,FE4778937525,9.51
1116,853,2025-09-14,USPS,US3714958863,35.66
1117,1938,2025-10-31,USPS,US4887238730,21.09
1118,1612,2024-11-05,UPS,UP7548955869,32.8
1119,1684,2024-11-25,OnTrac,ON8826151973,16.85
1120,794,2025-10-24,USPS,US3308093585,9.71
1121,193,2025-10-28,USPS,US5569378780,44.95
1122,133,2025-10-21,OnTrac,ON1211396443,23.03
1123,1135,2025-07-05,UPS,UP8516416081,41.86
1124,1957,2024-09-29,Amazon Logistics,AM3584455732,38.46
1125,1468,2024-09-02,OnTrac,ON9043234666,32.81
1126,1368,2025-10-15,UPS,UP1610416378,33.75
1127,772,2025-04-16,OnTrac,ON6441764814,24.19
1128,741,2025-04-17,USPS,US8774772376,6.11
1129,1930,2025-10-30,FedEx,FE8972424720,47.92
1130,51,2025-03-22,UPS,UP2855453390,47.19
1131,1533,2024-03-26,USPS,US3060578562,39.13
1132,1295,2024-07-07,OnTrac,ON5806176674,31.2
1133,1277,2025-08-25,USPS,US4938469976,32.06
1134,1773,2025-10-30,OnTrac,ON2886273393,9.7
1135,988,2025-09-12,Amazon Logistics,AM1162117256,30.42
1136,223,2025-10-04,USPS,US7696758491,46.48
1137,1656,2025-08-03,USPS,US3759658057,49.82
1138,569,2023-06-24,FedEx,FE6046802796,9.07
1139,1860,2025-10-25,USPS,US9886169511,20.61
1140,1867,2025-07-18,USPS,US3308734618,31.24
1141,980,2025-04-02,UPS,UP9361159813,45.97
1142,769,2025-10-29,USPS,US8708217144,43.1
1143,1788,2025-09-03,USPS,US2669781107,37.72
1144,895,2025-10-02,OnTrac,ON7988390920,17.05
1145,1525,2025-09-30,UPS,UP2824050210,24.89
1146,874,2025-10-29,UPS,UP5072937201,45.39
1147,193,2025-10-23,Amazon Logistics,AM3853595056,23.2
1148,1400,2025-10-25,UPS,UP9344227794,45.11
1149,247,2025-10-26,FedEx,FE7354458743,36.46
1150,154,2025-10-27,OnTrac,ON7832428440,41.78
1151,507,2025-09-20,OnTrac,ON7226622354,6.16
1152,314,2024-10-22,Amazon Logistics,AM4691217634,29.12
1153,730,2025-10-24,OnTrac,ON5012520768,41.54
1154,1072,2025-09-03,OnTrac,ON9716937418,37.67
1155,1473,2025-10-17,DHL,DH1803865816,30.1
1156,471,2025-10-27,DHL,DH6914649199,25.69
1157,1501,2025-10-04,OnTrac,ON7079474137,24.6
1158,196,2025-10-13,UPS,UP6327951223,12.83
1159,80,2025-04-14,FedEx,FE4600414984,11.01
1160,1761,2025-06-12,FedEx,FE1170157299,45.48
1161,524,2025-08-11,OnTrac,ON7103045555,21.11
1162,1874,2024-12-05,UPS,UP5697780864,43.89
1163,1540,2025-09-09,UPS,UP2406162979,33.6
1164,705,2024-04-15,DHL,DH5811641694,18.22
1165,1543,2025-02-21,FedEx,FE1907478282,39.96
1166,903,2025-01-23,UPS,UP7261723931,43.32
1167,924,2025-09-03,DHL,DH9081763060,11.31
1168,957,2025-10-18,UPS,UP2648108241,27.03
1169,314,2024-05-09,DHL,DH1937098678,30.54
1170,1966,2024-02-17,USPS,US8055969234,45.21
1171,1585,2025-08-18,USPS,US4255300088,33.77
1172,1240,2025-10-21,OnTrac,ON7179047619,43.29
1173,667,2025-08-13,UPS,UP1193192782,14.73
1174,1990,2025-08-11,Amazon Logistics,AM2388890968,48.78
1175,1876,2025-10-23,USPS,US2474355194,37.79
1176,524,2025-10-08,USPS,US8642840847,46.64
1177,654,2025-03-30,Amazon Logistics,AM7010077437,11.33
1178,1360,2025-04-27,Amazon Logistics,AM5298375878,26.1
1179,596,2025-07-24,FedEx,FE5578884743,46.63
1180,705,2024-12-07,DHL,DH3988251428,21.82
1181,1230,2025-01-16,USPS,US1850287801,21.09
1182,279,2025-10-30,USPS,US7821955191,28.67
1183,1190,2024-11-12,Amazon Logistics,AM8833588689,14.61
1184,332,2025-07-12,OnTrac,ON5329658747,5.63
1185,835,2025-07-15,USPS,US6342338967,27.3
1186,1116,2025-09-03,DHL,DH9996919595,13.74
1187,1761,2025-10-22,Amazon Logistics,AM8749801054,27.59
1188,157,2025-09-11,UPS,UP7596698474,48.43
1189,217,2025-06-04,USPS,US5657066246,9.14
1190,167,2025-09-06,USPS,US6277827439,26.66
1191,1043,2024-10-27,FedEx,FE3711444374,47.54
1192,41,2025-06-03,DHL,DH9923293818,25.52
1193,120,2025-04-24,Amazon Logistics,AM8178556785,33.39
1194,829,2024-09-23,DHL,DH2293611091,19.88
1195,1166,2024-11-30,UPS,UP4598549414,11.43
1196,1084,2025-03-25,Amazon Logistics,AM3819842331,16.0
1197,1822,2025-09-04,UPS,UP2130770182,36.8
1198,489,2025-10-16,UPS,UP2736216405,7.38
1199,488,2024-07-29,UPS,UP7451910650,44.34
1200,1618,2025-09-22,OnTrac,ON9342462477,45.95
1201,48,2025-09-06,OnTrac,ON4568870432,12.57
1202,1874,2024-06-06,UPS,UP5706586808,40.47
1203,69,2025-07-20,DHL,DH7050997599,6.65
1204,808,2025-05-22,UPS,UP6394885036,38.23
1205,1423,2024-11-09,FedEx,FE1082005169,49.24
1206,1009,2025-08-26,DHL,DH4834703369,14.26
1207,1869,2024-01-28,Amazon Logistics,AM1604085098,11.11
1208,335,2025-04-12,USPS,US1160452507,49.6
1209,578,2025-06-16,Amazon Logistics,AM1560457603,34.92
1210,128,2025-05-30,USPS,US2622555846,34.48
1211,241,2025-10-07,OnTrac,ON4253473539,43.27
1212,278,2025-09-28,FedEx,FE2317469596,15.06
1213,249,2025-09-22,FedEx,FE6043620114,13.17
1214,961,2025-09-24,UPS,UP4421401339,12.12
1215,1850,2025-02-19,Amazon Logistics,AM6386588982,42.46
1216,1037,2025-07-20,OnTrac,ON6511766895,10.68
1217,780,2024-04-27,FedEx,FE7445016325,18.43
1218,765,2025-10-19,Amazon Logistics,AM7196428511,40.69
1219,432,2024-12-09,USPS,US7142011256,13.7
1220,438,2025-09-07,OnTrac,ON9824047962,41.46
1221,917,2025-08-14,FedEx,FE8172685395,33.13
1222,606,2024-08-31,USPS,US7979693581,12.98
1223,1208,2023-12-21,FedEx,FE6824883521,42.57
1224,237,2025-09-15,USPS,US3956474517,49.88
1225,1014,2025-10-01,USPS,US8791389042,30.32
1226,168,2025-10-07,USPS,US9148521283,48.22
1227,940,2025-02-21,FedEx,FE3194285976,32.88
1228,1051,2025-07-17,DHL,DH2289118584,17.0
1229,1966,2023-03-05,USPS,US1941351585,23.19
1230,1466,2025-10-19,OnTrac,ON2592874896,17.98
1231,1130,2025-10-30,USPS,US6986354135,37.39
1232,1669,2025-06-24,FedEx,FE2451973261,30.25
1233,1761,2025-06-14,OnTrac,ON2751153225,39.29
1234,1936,2025-09-02,Amazon Logistics,AM2073061710,18.03
1235,1780,2025-10-27,DHL,DH3544296636,18.4
1236,878,2025-07-20,DHL,DH1351312064,33.84
1237,1615,2025-10-30,OnTrac,ON9306517195,47.79
1238,1883,2025-02-08,OnTrac,ON6259640788,17.22
1239,1654,2025-10-23,USPS,US8512253884,16.09
1240,1458,2025-08-17,UPS,UP5729910432,37.88
1241,360,2025-08-29,USPS,US7723800341,31.56
1242,589,2024-12-09,Amazon Logistics,AM3822966125,23.69
1243,911,2025-10-23,FedEx,FE3147883369,9.57
1244,1964,2025-10-30,Amazon Logistics,AM3816548023,36.26
1245,223,2025-04-06,UPS,UP2051593233,27.37
1246,524,2025-07-02,DHL,DH5856743544,7.65
1247,1729,2024-11-07,FedEx,FE4321155158,47.43
1248,703,2025-03-10,Amazon Logistics,AM7930121242,41.65
1249,1404,2025-07-10,OnTrac,ON9671964124,45.33
1250,977,2025-10-03,OnTrac,ON1893380803,10.93
1251,298,2024-07-08,USPS,US8594420165,40.23
1252,1130,2025-09-17,DHL,DH6084998783,33.91
1253,350,2025-10-22,OnTrac,ON6001265145,42.91
1254,755,2025-07-31,USPS,US8518995754,14.23
1255,479,2024-12-20,Amazon Logistics,AM5762623796,11.24
1256,1473,2025-10-30,Amazon Logistics,AM2290960691,14.69
1257,1444,2025-09-26,USPS,US3855911777,49.71
1258,272,2025-07-31,FedEx,FE8052469993,36.61
1259,972,2025-01-12,OnTrac,ON2976391858,32.92
1260,1158,2025-03-30,OnTrac,ON5404810295,35.69
1261,1396,2025-02-05,FedEx,FE6233206426,14.93
1262,273,2025-10-17,UPS,UP2673445583,12.64
1263,1973,2025-10-28,Amazon Logistics,AM1118282957,23.06
1264,1815,2025-06-13,FedEx,FE3512990442,39.26
1265,204,2025-07-09,FedEx,FE1972472567,17.25
1266,698,2025-05-23,FedEx,FE8154915382,42.5
1267,1648,2025-01-15,FedEx,FE4412634618,17.67
1268,1417,2025-09-25,Amazon Logistics,AM2139464266,37.78
1269,181,2025-10-29,DHL,DH1929903933,8.33
1270,641,2025-10-23,Amazon Logistics,AM1391447179,23.02
1271,716,2025-08-10,Amazon Logistics,AM3824776052,39.72
1272,128,2024-06-09,USPS,US4962970085,45.21
1273,97,2024-07-11,FedEx,FE5806368768,46.22
1274,83,2025-09-04,OnTrac,ON5143854792,44.43
1275,1505,2025-08-17,UPS,UP6353452551,11.5
1276,1946,2025-06-06,FedEx,FE9308764420,18.61
1277,665,2024-01-25,FedEx,FE5279561914,14.43
1278,493,2025-10-25,UPS,UP2827367326,36.29
1279,1423,2025-10-17,OnTrac,ON5708007278,42.68
1280,1482,2025-08-09,UPS,UP7629476119,7.64
1281,840,2025-09-13,DHL,DH3128209545,14.15
1282,333,2025-01-25,OnTrac,ON8223470005,46.68
1283,42,2025-08-05,FedEx,FE4725590860,12.27
1284,1330,2025-05-04,Amazon Logistics,AM5674062173,9.14
1285,326,2025-04-21,Amazon Logistics,AM8009390577,19.27
1286,1236,2025-07-25,OnTrac,ON7168173516,43.21
1287,939,2025-07-23,DHL,DH6929478937,43.71
1288,468,2025-08-23,Amazon Logistics,AM1308153577,29.93
1289,198,2024-12-29,UPS,UP7439517615,32.66
1290,273,2025-09-25,OnTrac,ON9529261412,10.5
1291,1458,2025-01-09,USPS,US1727220728,33.86
1292,294,2025-09-16,USPS,US1205665083,36.95
1293,206,2025-01-12,USPS,US6230389653,7.31
1294,1494,2025-10-22,OnTrac,ON3842794212,22.48
1295,1020,2025-10-29,Amazon Logistics,AM6774128207,12.52
1296,836,2025-10-03,FedEx,FE1322344974,11.25
1297,930,2025-07-26,USPS,US4473452038,47.04
1298,1190,2025-04-08,Amazon Logistics,AM9202622469,24.17
1299,1513,2025-07-05,USPS,US3567893482,49.15
1300,79,2025-05-09,USPS,US6758404906,25.31
1301,1660,2025-02-20,DHL,DH6189210487,21.38
1302,1288,2025-02-24,USPS,US4807543044,43.33
1303,461,2024-09-08,DHL,DH5666147051,12.02
1304,1014,2025-09-07,FedEx,FE6848136102,21.51
1305,662,2025-06-16,DHL,DH4753650032,26.44
1306,1660,2025-07-26,UPS,UP5651462936,43.66
1307,1644,2025-10-20,USPS,US1955554145,49.41
1308,961,2025-03-06,Amazon Logistics,AM9422509886,43.75
1309,663,2025-10-15,UPS,UP7493781432,40.01
1310,253,2025-08-28,UPS,UP8785619579,23.41
1311,1500,2024-06-21,UPS,UP8182541746,49.47
1312,1922,2025-10-22,UPS,UP3086759159,29.13
1313,23,2025-10-11,DHL,DH2750816937,13.65
1314,1818,2025-05-30,UPS,UP5817727629,44.16
1315,1654,2025-09-18,FedEx,FE1601325463,11.43
1316,365,2025-09-09,FedEx,FE5960786837,5.59
1317,708,2024-04-04,DHL,DH6122198471,50.0
1318,1482,2025-02-24,Amazon Logistics,AM2276293556,5.06
1319,237,2025-07-18,UPS,UP7675430541,25.36
1320,280,2025-09-29,FedEx,FE4357613488,36.7
1321,624,2025-07-26,USPS,US3864802626,42.17
1322,1953,2024-05-26,USPS,US6129221394,48.52
1323,1131,2025-07-28,FedEx,FE3542829706,46.56
1324,23,2025-09-26,DHL,DH2242397912,33.78
1325,1664,2023-08-12,USPS,US9403114360,30.04
1326,102,2025-10-30,Amazon Logistics,AM8555581375,28.59
1327,76,2025-10-31,FedEx,FE1312621735,45.27
1328,250,2025-08-14,Amazon Logistics,AM9346076006,15.92
1329,196,2025-08-19,Amazon Logistics,AM4260113297,40.4
1330,1302,2024-06-18,UPS,UP6422984681,26.13
1331,1031,2024-08-05,DHL,DH1156391160,8.83
1332,1302,2024-11-02,OnTrac,ON3620974404,6.02
1333,556,2024-07-20,USPS,US5157819119,35.32
1334,569,2025-05-23,DHL,DH4320477479,35.04
1335,244,2025-06-29,FedEx,FE7204650545,46.9
1336,594,2025-09-08,OnTrac,ON3472651123,19.35
1337,857,2025-06-23,Amazon Logistics,AM7752397545,36.4
1338,50,2025-10-05,Amazon Logistics,AM8557254730,13.4
1339,1860,2025-10-11,UPS,UP8877466409,32.12
1340,1099,2025-05-27,Amazon Logistics,AM3738611918,36.03
1341,919,2024-12-29,FedEx,FE2843188735,21.98
1342,1837,2024-11-13,UPS,UP6963593440,23.92
1343,596,2024-11-01,FedEx,FE6469075740,24.98
1344,112,2025-04-22,UPS,UP7008973602,11.48
1345,1048,2025-08-16,UPS,UP4979044468,23.82
1346,1414,2025-09-07,UPS,UP1251625882,21.1
1347,1591,2024-08-10,UPS,UP7494111947,13.75
1348,1825,2025-08-29,DHL,DH7003375034,17.12
1349,1178,2025-08-20,DHL,DH6069564813,41.12
1350,26,2024-09-28,Amazon Logistics,AM1791071554,38.48
1351,633,2025-06-11,FedEx,FE6208042378,28.05
1352,1937,2025-04-09,UPS,UP2176420164,25.45
1353,309,2025-09-01,USPS,US6716575751,16.1
1354,998,2025-06-15,Amazon Logistics,AM5758876878,29.06
1355,808,2025-09-05,DHL,DH4986444967,22.29
1356,1277,2023-10-28,Amazon Logistics,AM8769564683,5.67
1357,708,2025-01-18,FedEx,FE6879477858,7.76
1358,1932,2025-05-27,FedEx,FE8708728501,35.4
1359,741,2025-06-04,USPS,US5649589392,33.8
1360,341,2025-10-10,Amazon Logistics,AM2661614934,7.07
1361,49,2025-01-01,FedEx,FE7893855741,22.65
1362,1728,2025-10-25,Amazon Logistics,AM3577385098,24.92
1363,247,2025-10-28,DHL,DH1562735040,18.59
1364,1023,2025-09-27,DHL,DH4303253485,45.73
1365,919,2025-06-04,OnTrac,ON7039240309,32.19
1366,1215,2025-09-08,UPS,UP2701730832,49.38
1367,913,2025-03-02,UPS,UP5171171195,10.45
1368,577,2025-10-04,Amazon Logistics,AM5488918077,28.92
1369,918,2024-08-13,UPS,UP1794339400,7.03
1370,241,2025-08-14,OnTrac,ON3512721947,9.78
1371,594,2024-12-15,OnTrac,ON2045904610,21.82
1372,567,2025-09-28,DHL,DH7889966457,8.81
1373,159,2025-03-21,UPS,UP9839621789,5.98
1374,1785,2025-08-21,Amazon Logistics,AM8078239546,24.36
1375,957,2025-10-28,FedEx,FE6757455353,37.2
1376,1687,2025-05-10,USPS,US8301503992,7.88
1377,1869,2023-09-18,USPS,US7870668249,5.11
1378,1151,2023-05-28,Amazon Logistics,AM1612576201,5.02
1379,1991,2025-10-16,USPS,US5197969872,11.15
1380,581,2025-05-10,UPS,UP9428328557,34.29
1381,1197,2024-12-12,DHL,DH5619103195,19.92
1382,737,2025-10-30,DHL,DH8447116347,42.7
1383,1135,2025-10-02,UPS,UP8545986937,13.81
1384,1540,2025-02-06,OnTrac,ON4918891148,46.4
1385,1676,2025-01-31,DHL,DH9478415511,24.26
1386,1059,2025-04-23,OnTrac,ON7133260987,7.63
1387,443,2023-05-23,OnTrac,ON2795684935,10.63
1388,1967,2025-04-20,Amazon Logistics,AM6674305390,29.63
1389,1020,2025-10-25,OnTrac,ON1257157317,10.94
1390,174,2025-10-30,OnTrac,ON5784066091,26.53
1391,1392,2025-08-21,OnTrac,ON9277952079,6.08
1392,1577,2025-07-30,DHL,DH8012011238,14.2
1393,616,2025-05-07,FedEx,FE1649264282,35.78
1394,303,2024-11-17,Amazon Logistics,AM1667061516,44.11
1395,961,2025-08-13,OnTrac,ON7496691038,23.63
1396,1274,2025-07-20,UPS,UP5651992539,43.06
1397,1514,2025-08-29,USPS,US1827060937,6.8
1398,1888,2024-12-19,FedEx,FE4901250013,30.64
1399,1368,2025-08-13,Amazon Logistics,AM3994843857,14.32
1400,662,2025-07-17,DHL,DH6927479280,32.57
1401,309,2024-12-12,DHL,DH2107477528,27.09
1402,1404,2025-08-11,FedEx,FE7429275297,20.41
1403,183,2025-10-29,USPS,US4846215290,46.37
1404,341,2025-09-28,UPS,UP1404790275,40.05
1405,1670,2025-10-28,UPS,UP8793326047,41.17
1406,416,2025-10-29,OnTrac,ON7133085671,18.18
1407,1109,2025-09-06,DHL,DH4765931982,44.22
1408,939,2025-04-20,UPS,UP4459519466,26.95
1409,711,2024-12-31,USPS,US9345409744,14.93
1410,626,2025-10-13,DHL,DH6979676351,46.87
1411,977,2025-08-25,Amazon Logistics,AM7059050795,28.8
1412,1306,2025-05-18,USPS,US7823331131,12.19
1413,710,2025-08-07,Amazon Logistics,AM1516743556,18.81
1414,1569,2025-10-26,FedEx,FE2352491308,48.14
1415,1459,2025-10-27,FedEx,FE7093728142,22.24
1416,867,2025-07-18,UPS,UP3886938847,43.99
1417,1936,2025-03-26,FedEx,FE8519172690,44.41
1418,1799,2025-10-17,DHL,DH5057274399,38.29
1419,1772,2025-09-13,UPS,UP7931600285,31.29
1420,541,2025-09-20,USPS,US1594780135,10.89
1421,272,2025-10-17,USPS,US1018770589,11.63
1422,489,2025-10-13,USPS,US9130285400,25.77
1423,1728,2025-10-29,OnTrac,ON4002316191,17.91
1424,895,2025-10-23,DHL,DH4767633895,21.81
1425,1329,2025-06-06,USPS,US5518046005,6.09
1426,574,2025-10-11,OnTrac,ON1575329655,18.17
1427,1407,2025-10-10,OnTrac,ON5069469871,39.84
1428,484,2025-04-30,DHL,DH4783140047,36.2
1429,1430,2025-08-09,OnTrac,ON8315017360,19.25
1430,1812,2025-07-28,DHL,DH7391932094,39.47
1431,1139,2024-04-16,UPS,UP2698333797,23.31
1432,552,2023-08-23,OnTrac,ON7529295309,14.02
1433,277,2024-02-22,UPS,UP5245315392,44.75
1434,374,2025-10-20,UPS,UP4612117088,45.11
1435,1818,2025-09-28,OnTrac,ON7519727542,27.65
1436,681,2024-10-01,FedEx,FE3332755849,14.21
1437,1902,2025-04-06,FedEx,FE7769973124,6.03
1438,1984,2024-08-07,Amazon Logistics,AM7036454899,37.57
1439,1602,2025-10-18,UPS,UP3994931671,22.15
1440,873,2024-11-02,OnTrac,ON8203426392,32.3
1441,726,2024-03-21,DHL,DH3574377477,6.08
1442,942,2025-09-24,DHL,DH1223332163,44.02
1443,356,2025-10-07,USPS,US7964854842,39.36
1444,238,2025-05-04,Amazon Logistics,AM4996589311,21.84
1445,1640,2025-08-30,UPS,UP1332624954,45.45
1446,741,2025-01-03,DHL,DH5766230178,20.52
1447,1356,2024-06-29,OnTrac,ON9847694338,44.5
1448,543,2025-10-30,Amazon Logistics,AM4158080357,17.86
1449,1602,2025-10-20,UPS,UP5558038869,7.76
1450,604,2023-09-12,UPS,UP6792068144,22.32
1451,1298,2025-10-30,USPS,US9915698376,14.61
1452,855,2025-10-04,FedEx,FE3811185650,17.35
1453,1617,2025-10-08,FedEx,FE7345005950,25.61
1454,908,2025-07-18,Amazon Logistics,AM1214484999,6.89
1455,1605,2025-09-16,UPS,UP9295286514,22.16
1456,1146,2025-09-27,UPS,UP8798121923,29.7
1457,90,2025-08-11,UPS,UP3612192326,11.96
1458,1183,2024-12-28,OnTrac,ON5736092562,45.39
1459,1350,2025-08-02,OnTrac,ON4020582737,26.77
1460,253,2025-08-24,DHL,DH1401187859,21.46
1461,980,2025-01-15,DHL,DH2814173307,8.83
1462,1439,2025-07-28,DHL,DH6950162261,21.03
1463,1858,2025-10-22,OnTrac,ON3239036316,34.88
1464,404,2025-07-31,DHL,DH5577030207,44.14
1465,1816,2024-12-12,USPS,US4714448882,19.98
1466,1367,2025-07-16,FedEx,FE2610286166,16.5
1467,1612,2025-08-13,Amazon Logistics,AM9877585075,20.65
1468,846,2023-06-25,DHL,DH4030482810,29.54
1469,624,2025-06-18,USPS,US5088187496,49.43
1470,1459,2025-09-05,OnTrac,ON5995452713,12.17
1471,1004,2025-06-23,OnTrac,ON1609998192,26.07
1472,1957,2024-11-17,OnTrac,ON7365046312,30.18
1473,169,2025-01-10,OnTrac,ON8792719652,46.81
1474,1084,2025-03-21,Amazon Logistics,AM4732356431,5.19
1475,1957,2024-06-29,FedEx,FE1027745802,40.49
1476,888,2023-05-03,FedEx,FE8841458420,13.04
1477,1907,2025-10-24,DHL,DH3780342764,16.48
1478,176,2025-10-21,OnTrac,ON1262980895,19.4
1479,1324,2025-10-25,USPS,US9346787084,24.19
1480,592,2023-08-21,UPS,UP4931038429,29.08
1481,1418,2025-08-26,DHL,DH9624177324,25.55
1482,564,2025-03-19,Amazon Logistics,AM4627577136,47.76
1483,1991,2025-10-18,DHL,DH7309919873,46.39
1484,1909,2025-09-09,UPS,UP2256232489,19.36
1485,1738,2025-04-27,OnTrac,ON2674762035,5.05
1486,1511,2025-10-16,UPS,UP5331990495,45.83
1487,356,2025-10-17,UPS,UP8978114343,11.34
1488,749,2025-10-25,OnTrac,ON6541656257,14.75
1489,1689,2025-04-22,UPS,UP8123833948,43.19
1490,1734,2025-08-16,OnTrac,ON3017135943,39.08
1491,1967,2025-01-02,OnTrac,ON9174572861,47.06
1492,1689,2025-10-17,Amazon Logistics,AM3038978817,21.93
1493,1788,2023-05-04,Amazon Logistics,AM7161141301,39.73
